celltype,p,coefs,ctd_level,branch,fdr
Peptidergic neurons,0.2299,-0.000978718624208114,4,Great Ape,0.377107438016529
Sympathetic cholinergic neurons,0.2324,-0.000759336233475203,4,Haplorhine,0.377107438016529
Choroid epithelial cells,0.2338,0.00167932730443443,4,Homo-Pan,0.377107438016529
Ependymal cells,0.234,-0.00264666609951742,4,Homo-Pan,0.377107438016529
Oligodendrocyte precursor cells,0.2419,-0.00158281278234293,4,Homo-Pan,0.384134146341463
Choroid epithelial cells,0.2423,-0.00124298071074181,4,Primate,0.384134146341463
Pericytes,0.2512,-0.00113012395264099,4,Haplorhine,0.395032258064516
Vascular smooth muscle cells,0.2581,0.00150311151067535,4,Great Ape,0.402636
Enteric neurons,0.2696,0.000923003794911368,4,Human,0.417238095238095
Cholinergic and monoaminergic neurons,0.2778,0.000905039503967105,4,Haplorhine,0.426543307086614
Olfactory ensheathing cells,0.2851,0.000947869314186115,4,Primate,0.43433203125
Cholinergic and monoaminergic neurons,0.288,0.000821521517976281,4,Primate,0.435348837209302
Pericytes,0.3046,0.000922640427676895,4,Human,0.4569
Sympathetic cholinergic neurons,0.3383,-0.000734995531249338,4,Homo-Pan,0.503576335877863
Peripheral sensory non-peptidergic neurons,0.364,0.000957476842852941,4,Great Ape,0.536977611940299
Vascular endothelial cells,0.3668,-0.000904651108508347,4,Human,0.536977611940299
Subventricular zone radial glia-like cells,0.369,0.000518304762092191,4,Primate,0.536977611940299
Astrocytes,0.3777,0.000749389636962252,4,Primate,0.545566666666667
Schwann cells,0.3807,-0.000812308304590424,4,Human,0.545856617647059
Oligodendrocytes,0.386,-0.000783575306314605,4,Primate,0.549416058394161
Non-glutamatergic neuroblasts,0.3902,0.000503973846431459,4,Primate,0.549647482014388
Enteric glia,0.3918,-0.000730940627057384,4,Primate,0.549647482014388
Vascular and leptomeningeal cells,0.4046,-0.00102370082721952,4,Human,0.56355
Spinal cord excitatory neurons,0.417,0.000542804591278075,4,Primate,0.576702127659575
Vascular endothelial cells,0.4213,-0.00107619232012357,4,Homo-Pan,0.578545774647887
Olfactory ensheathing cells,0.4694,-0.000776161548253164,4,Great Ape,0.640090909090909
Vascular endothelial cells,0.4727,-0.000828530151336334,4,Great Ape,0.640114583333333
Dentate gyrus radial glia-like cells,0.4766,0.000466625947472541,4,Primate,0.640944827586207
Schwann cells,0.4863,-0.000874495858657883,4,Homo-Pan,0.649510273972603
Cerebellum neurons,0.5344,0.000551181403061268,4,Haplorhine,0.707889261744966
Spinal cord excitatory neurons,0.5373,-0.000540206447769228,4,Homo-Pan,0.707889261744966
Sympathetic noradrenergic neurons,0.5409,-0.00040404880383536,4,Primate,0.707889261744966
Oligodendrocytes,0.5569,0.000587003833355947,4,Haplorhine,0.720079470198675
Enteric glia,0.5576,-0.000592367248459065,4,Great Ape,0.720079470198675
Schwann cells,0.5852,-0.000565683968639397,4,Haplorhine,0.746352941176471
Vascular and leptomeningeal cells,0.5856,0.000900203307798023,4,Homo-Pan,0.746352941176471
Sympathetic cholinergic neurons,0.5935,0.000304281577077092,4,Human,0.75150974025974
Dentate gyrus radial glia-like cells,0.6002,-0.000448079746298711,4,Homo-Pan,0.755090322580645
Cerebellum neurons,0.6138,0.000405551621510663,4,Human,0.766424050632911
Schwann cells,0.6182,-0.000552124436527318,4,Great Ape,0.766424050632911
Dentate gyrus granule neurons,0.621,0.000338877028914958,4,Great Ape,0.766424050632911
Olfactory ensheathing cells,0.6348,-0.000564319522862378,4,Homo-Pan,0.778528301886792
Choroid epithelial cells,0.639,-0.000502691007079053,4,Human,0.77878125
Oligodendrocyte precursor cells,0.6644,-0.000448383229390848,4,Primate,0.798184049079755
Peripheral sensory peptidergic neurons,0.6644,-0.000291618066924291,4,Primate,0.798184049079755
Astrocytes,0.6672,-0.000390925855892552,4,Haplorhine,0.798184049079755
Subventricular zone radial glia-like cells,0.6734,-0.000243684617357638,4,Human,0.800689024390244
Peripheral sensory neurofilament neurons,0.6869,0.000383799745382422,4,Homo-Pan,0.811790909090909
Enteric glia,0.7253,0.00040225407396654,4,Homo-Pan,0.850970930232558
Enteric glia,0.7361,-0.000285857749984081,4,Human,0.850970930232558
Glutamatergic neuroblasts,0.738,0.000303319078318956,4,Homo-Pan,0.850970930232558
Choroid epithelial cells,0.7389,-0.000375039635086477,4,Haplorhine,0.850970930232558
Satellite glia,0.746,0.000268418677923662,4,Homo-Pan,0.850970930232558
Astrocytes,0.7465,0.0002759343062014,4,Human,0.850970930232558
Spinal cord inhibitory neurons,0.7506,-0.000266225472651544,4,Homo-Pan,0.850970930232558
Peripheral sensory non-peptidergic neurons,0.7749,0.00027047594697483,4,Haplorhine,0.871560344827586
Vascular and leptomeningeal cells,0.7777,-0.000424512559439917,4,Great Ape,0.871560344827586
Pericytes,0.8023,0.00028277799964165,4,Great Ape,0.889728813559322
Pericytes,0.8066,0.000292287298568424,4,Homo-Pan,0.889728813559322
Cerebellum neurons,0.8076,-0.000238245298354733,4,Great Ape,0.889728813559322
Peripheral sensory peptidergic neurons,0.8331,0.000146649500955575,4,Haplorhine,0.912166666666667
Olfactory ensheathing cells,0.838,0.000200509249627243,4,Haplorhine,0.912166666666667
Peripheral sensory peptidergic neurons,0.842,-0.000133483362537625,4,Human,0.912166666666667
Satellite glia,0.8582,0.000120320102948925,4,Haplorhine,0.921188524590164
Enteric glia,0.8639,-0.00015602671375208,4,Haplorhine,0.921188524590164
Satellite glia,0.8645,0.000128148573674202,4,Great Ape,0.921188524590164
Satellite glia,0.886,-8.98639610511086e-05,4,Primate,0.936210810810811
Peptidergic neurons,0.8882,9.62990776680301e-05,4,Primate,0.936210810810811
Subventricular zone radial glia-like cells,0.906,-7.8221032762272e-05,4,Haplorhine,0.949838709677419
Dentate gyrus radial glia-like cells,0.9163,7.36317671905377e-05,4,Haplorhine,0.954261904761905
Subventricular zone radial glia-like cells,0.9208,7.81633128749159e-05,4,Homo-Pan,0.954261904761905
Vascular smooth muscle cells,0.9249,0.00010793831131326,4,Primate,0.954261904761905
Spinal cord excitatory neurons,0.9344,5.91012455843753e-05,4,Haplorhine,0.958989473684211
Peptidergic neurons,0.9434,6.2575567959761e-05,4,Homo-Pan,0.963157068062827
Peptidergic neurons,0.9524,4.49742105542347e-05,4,Haplorhine,0.96728125
Spinal cord inhibitory neurons,0.9659,3.45057751699808e-05,4,Great Ape,0.971884020618557
Telencephalon inhibitory interneurons,0.9669,3.25221307767637e-05,4,Homo-Pan,0.971884020618557
Sympathetic noradrenergic neurons,0.9719,-3.07932697255262e-05,4,Homo-Pan,0.9719
