celltype,p,coefs,ctd_level,branch
Vascular and leptomeningeal cells,0.9305,-0.00012986314808586,4,Homo-Pan
Vascular endothelial cells,0.4577,-0.000890104474764199,4,Homo-Pan
Vascular smooth muscle cells,0.0091,0.00355528154261284,4,Homo-Pan
Astrocytes,0.3258,0.000779938042255761,4,Primate
Cerebellum neurons,0.002,0.00236252594613029,4,Primate
Cholinergic and monoaminergic neurons,0.0263,0.00160758812163335,4,Primate
Choroid epithelial cells,0.964,-4.52475217453746e-05,4,Primate
Dentate gyrus granule neurons,1e-04,0.00235891924920169,4,Primate
Dentate gyrus radial glia-like cells,0.1494,-0.000867050898990054,4,Primate
Di- and mesencephalon excitatory neurons,1e-04,0.00311660822508677,4,Primate
Di- and mesencephalon inhibitory neurons,1e-04,0.00375968640072753,4,Primate
Enteric glia,0.9295,7.27635538140223e-05,4,Primate
Enteric neurons,0.0315,0.00169709588912948,4,Primate
Ependymal cells,0.3875,-0.00138569828270873,4,Primate
Glutamatergic neuroblasts,0.0237,0.00151124423760517,4,Primate
Hindbrain neurons,1e-04,0.00477010923268744,4,Primate
Microglia,1e-04,-0.00775253334618581,4,Primate
Non-glutamatergic neuroblasts,0.5878,0.000315136882172409,4,Primate
Olfactory ensheathing cells,0.7144,0.00031380759023044,4,Primate
Olfactory inhibitory neurons,1e-04,0.0033405187224806,4,Primate
Oligodendrocyte precursor cells,0.6992,-0.000386300802351448,4,Primate
Oligodendrocytes,0.5749,-0.000490979341683796,4,Primate
Peptidergic neurons,0.0023,0.00158501144576933,4,Primate
Pericytes,0.3411,-0.000804799757344999,4,Primate
Peripheral sensory neurofilament neurons,0.0825,0.00119792354895663,4,Primate
Peripheral sensory non-peptidergic neurons,0.0066,-0.0023246946152985,4,Primate
Peripheral sensory peptidergic neurons,0.3274,-0.000624250144282358,4,Primate
Perivascular macrophages,1e-04,-0.00847792322489296,4,Primate
Satellite glia,0.2137,-0.000770443688522414,4,Primate
Schwann cells,0.0066,-0.00242132280143932,4,Primate
Spinal cord excitatory neurons,0.4929,0.000407467752487905,4,Primate
Spinal cord inhibitory neurons,0.1407,0.000871022130647251,4,Primate
Subcommissural organ hypendymal cells,0.3181,-0.00119892702706652,4,Primate
Subventricular zone radial glia-like cells,0.7883,-0.000153787720297089,4,Primate
Sympathetic cholinergic neurons,1e-04,-0.00311620549976066,4,Primate
Sympathetic noradrenergic neurons,1e-04,-0.00250397660637542,4,Primate
Telencephalon inhibitory interneurons,1e-04,0.00210617088532412,4,Primate
Telencephalon projecting excitatory neurons,1e-04,0.00291076805905785,4,Primate
Telencephalon projecting inhibitory neurons,0.0029,0.00211474332852811,4,Primate
Vascular and leptomeningeal cells,0.0531,-0.00224363520529847,4,Primate
Vascular endothelial cells,0.0104,-0.00243606293124292,4,Primate
Vascular smooth muscle cells,0.446,0.000804794759580351,4,Primate
Astrocytes,0.0696,0.00167718447113601,4,Great Ape
Cerebellum neurons,0.1289,0.00131471315862667,4,Great Ape
Cholinergic and monoaminergic neurons,0.0019,0.00257968414670229,4,Great Ape
Choroid epithelial cells,0.2702,0.00127414167742826,4,Great Ape
Dentate gyrus granule neurons,0.0959,0.00105838097871539,4,Great Ape
Dentate gyrus radial glia-like cells,0.0026,-0.00209879364969535,4,Great Ape
Di- and mesencephalon excitatory neurons,1e-04,0.00325022029966282,4,Great Ape
Di- and mesencephalon inhibitory neurons,1e-04,0.00349857557139156,4,Great Ape
Enteric glia,0.4946,-0.000636238168932955,4,Great Ape
Enteric neurons,0.0071,0.00240407081479247,4,Great Ape
Ependymal cells,0.6969,-0.000711446161187876,4,Great Ape
Glutamatergic neuroblasts,0.0154,0.00188065686984964,4,Great Ape
Hindbrain neurons,1e-04,0.00542166977471959,4,Great Ape
Microglia,6e-04,-0.00557847756900369,4,Great Ape
Non-glutamatergic neuroblasts,2e-04,-0.00256172930214519,4,Great Ape
Olfactory ensheathing cells,0.1323,-0.00145606627053477,4,Great Ape
Olfactory inhibitory neurons,7e-04,0.00245047146013911,4,Great Ape
Oligodendrocyte precursor cells,1e-04,-0.00468856786187489,4,Great Ape
Oligodendrocytes,0.0261,0.00217752620951832,4,Great Ape
Peptidergic neurons,0.2522,0.00070239223093884,4,Great Ape
Pericytes,0.2863,0.00104513875493807,4,Great Ape
Peripheral sensory neurofilament neurons,0.0083,0.00209715964890562,4,Great Ape
Peripheral sensory non-peptidergic neurons,0.3216,-0.000978415867100266,4,Great Ape
Peripheral sensory peptidergic neurons,0.3315,0.000711329574170744,4,Great Ape
Perivascular macrophages,0.0024,-0.00497200655255056,4,Great Ape
Satellite glia,0.4544,-0.00053552882554606,4,Great Ape
Schwann cells,0.104,-0.0016472731907537,4,Great Ape
Spinal cord excitatory neurons,0.033,-0.0014348016866144,4,Great Ape
Spinal cord inhibitory neurons,0.601,-0.000340547297266518,4,Great Ape
Subcommissural organ hypendymal cells,0.0263,-0.00305235978682596,4,Great Ape
Subventricular zone radial glia-like cells,1e-04,-0.00253835332271754,4,Great Ape
Sympathetic cholinergic neurons,1e-04,-0.00360286857863902,4,Great Ape
Sympathetic noradrenergic neurons,1e-04,-0.00380825015452893,4,Great Ape
Telencephalon inhibitory interneurons,0.0357,0.00126517958371701,4,Great Ape
Telencephalon projecting excitatory neurons,1e-04,0.00265048369628771,4,Great Ape
Telencephalon projecting inhibitory neurons,0.0044,0.00243028207740143,4,Great Ape
Vascular and leptomeningeal cells,0.5774,-0.000756838659812155,4,Great Ape
Vascular endothelial cells,0.3754,-0.000958008501666652,4,Great Ape
Vascular smooth muscle cells,0.0461,0.002467315453851,4,Great Ape
Astrocytes,0.9072,-0.000100779719723832,4,Haplorhine
Cerebellum neurons,0.0123,0.00205215019837048,4,Haplorhine
Cholinergic and monoaminergic neurons,0.011,0.00196032564417912,4,Haplorhine
Choroid epithelial cells,0.7905,0.00030529512259074,4,Haplorhine
Dentate gyrus granule neurons,3e-04,0.00229919890289468,4,Haplorhine
Dentate gyrus radial glia-like cells,0.1506,-0.000960486744921745,4,Haplorhine
Di- and mesencephalon excitatory neurons,1e-04,0.00411767811111733,4,Haplorhine
Di- and mesencephalon inhibitory neurons,1e-04,0.0033020671777002,4,Haplorhine
Enteric glia,0.9721,2.94409033903743e-05,4,Haplorhine
Enteric neurons,0.0428,0.00170867170519407,4,Haplorhine
Ependymal cells,0.0117,-0.00452300268915872,4,Haplorhine
Glutamatergic neuroblasts,2e-04,0.00325429119385312,4,Haplorhine
Hindbrain neurons,1e-04,0.00598874261272293,4,Haplorhine
Microglia,1e-04,-0.00836741602704367,4,Haplorhine
Non-glutamatergic neuroblasts,0.0051,-0.00175562893426397,4,Haplorhine
Olfactory ensheathing cells,0.7723,-0.000279412038694845,4,Haplorhine
Olfactory inhibitory neurons,1e-04,0.0035494257058838,4,Haplorhine
Oligodendrocyte precursor cells,0.0024,-0.00323544487310832,4,Haplorhine
Oligodendrocytes,0.9702,3.43521709236461e-05,4,Haplorhine
Peptidergic neurons,0.0035,0.00171313562936873,4,Haplorhine
Pericytes,0.8631,-0.000158239214011361,4,Haplorhine
Peripheral sensory neurofilament neurons,3e-04,0.0026183439283533,4,Haplorhine
Peripheral sensory non-peptidergic neurons,0.4789,-0.00066205057582707,4,Haplorhine
Peripheral sensory peptidergic neurons,0.9554,-4.05606870913957e-05,4,Haplorhine
Perivascular macrophages,1e-04,-0.00839932533609111,4,Haplorhine
Satellite glia,0.491,-0.000463757062950553,4,Haplorhine
Schwann cells,0.0973,-0.00162412831401756,4,Haplorhine
Spinal cord excitatory neurons,0.6246,0.000314364604951877,4,Haplorhine
Spinal cord inhibitory neurons,0.0864,0.00107197916757483,4,Haplorhine
Subcommissural organ hypendymal cells,0.0311,-0.0028415689785924,4,Haplorhine
Subventricular zone radial glia-like cells,0.0852,-0.00106006596983505,4,Haplorhine
Sympathetic cholinergic neurons,3e-04,-0.00240271507850769,4,Haplorhine
Sympathetic noradrenergic neurons,1e-04,-0.00303246495768274,4,Haplorhine
Telencephalon inhibitory interneurons,1e-04,0.00280604153372314,4,Haplorhine
Telencephalon projecting excitatory neurons,1e-04,0.00305397383812186,4,Haplorhine
Telencephalon projecting inhibitory neurons,1e-04,0.00368382105042715,4,Haplorhine
Vascular and leptomeningeal cells,0.0032,-0.00384759929922579,4,Haplorhine
Vascular endothelial cells,0.0206,-0.00243354501127097,4,Haplorhine
Vascular smooth muscle cells,0.0486,0.00232489906969585,4,Haplorhine
