celltype,p,coefs,ctd_level,branch,fdr
Astrocytes,0.3559,0.0042229587679343,4,Human,0.56955
Oligodendrocyte precursor cells,0.367,-0.00266435756630879,4,Primate,0.56955
Sympathetic cholinergic neurons,0.3719,0.00313461673930925,4,Great Ape,0.56955
Vascular smooth muscle cells,0.3727,0.00823025352294715,4,Homo-Pan,0.56955
Subcommissural organ hypendymal cells,0.3736,-0.00303100395677852,4,Primate,0.56955
Sympathetic noradrenergic neurons,0.3737,-0.00433305578932842,4,Homo-Pan,0.56955
Schwann cells,0.3742,-0.00236256841097655,4,Primate,0.56955
Vascular smooth muscle cells,0.3753,-0.00635971720778073,4,Great Ape,0.56955
Olfactory ensheathing cells,0.3771,-0.00495817920136896,4,Great Ape,0.56955
Vascular endothelial cells,0.3784,-0.00251838245152347,4,Primate,0.56955
Peripheral sensory neurofilament neurons,0.3797,-0.00398625492144237,4,Great Ape,0.56955
Peripheral sensory peptidergic neurons,0.3905,-0.00451396429422805,4,Homo-Pan,0.581278625954198
Enteric glia,0.4279,-0.00568698119775916,4,Homo-Pan,0.622328571428571
Dentate gyrus radial glia-like cells,0.4331,-0.00396944820653358,4,Homo-Pan,0.622328571428571
Spinal cord inhibitory neurons,0.4334,-0.00296984633255421,4,Great Ape,0.622328571428571
Spinal cord excitatory neurons,0.4338,-0.00278177727642319,4,Human,0.622328571428571
Vascular and leptomeningeal cells,0.4396,0.00630410356455961,4,Great Ape,0.622328571428571
Subventricular zone radial glia-like cells,0.4422,0.00157006479381299,4,Haplorhine,0.622328571428571
Telencephalon inhibitory interneurons,0.4461,0.00312576198489218,4,Homo-Pan,0.622328571428571
Peripheral sensory neurofilament neurons,0.4461,0.00194501233511304,4,Haplorhine,0.622328571428571
Vascular smooth muscle cells,0.4468,-0.00243526291126766,4,Primate,0.622328571428571
Enteric neurons,0.4795,0.00372204465466518,4,Great Ape,0.66313829787234
Choroid epithelial cells,0.4834,0.00266162917160503,4,Haplorhine,0.663823943661972
Oligodendrocyte precursor cells,0.4875,-0.00480033239486727,4,Great Ape,0.664772727272727
Enteric neurons,0.4974,-0.00158555848010339,4,Primate,0.6735625
Peripheral sensory peptidergic neurons,0.5033,-0.00159475875255333,4,Haplorhine,0.676851724137931
Cholinergic and monoaminergic neurons,0.5136,-0.00262773724069214,4,Human,0.685972602739726
Spinal cord inhibitory neurons,0.5193,-0.00140413207649356,4,Haplorhine,0.688867346938775
Oligodendrocytes,0.5344,0.00464444584500349,4,Homo-Pan,0.697996688741722
Cerebellum neurons,0.5376,-0.00264891538293205,4,Human,0.697996688741722
Astrocytes,0.5405,-0.00441916474673538,4,Homo-Pan,0.697996688741722
Telencephalon projecting excitatory neurons,0.5405,-0.00302221832457939,4,Homo-Pan,0.697996688741722
Schwann cells,0.5569,-0.00365914710227028,4,Great Ape,0.699408227848101
Peptidergic neurons,0.5599,-0.00244334480651403,4,Great Ape,0.699408227848101
Telencephalon projecting inhibitory neurons,0.5612,0.00243297935383721,4,Human,0.699408227848101
Spinal cord excitatory neurons,0.5614,-0.00246995671389283,4,Great Ape,0.699408227848101
Olfactory inhibitory neurons,0.5651,-0.00203495761953581,4,Human,0.699408227848101
Di- and mesencephalon excitatory neurons,0.5654,-0.00163867274892795,4,Human,0.699408227848101
Microglia,0.5667,0.0048685807540117,4,Human,0.699408227848101
Perivascular macrophages,0.5774,0.00798338392380907,4,Homo-Pan,0.704071875
Vascular endothelial cells,0.5777,0.00200735765549498,4,Haplorhine,0.704071875
Vascular smooth muscle cells,0.5889,0.00220393756684001,4,Haplorhine,0.71326397515528
Choroid epithelial cells,0.6425,-0.00344627490700742,4,Great Ape,0.763927272727273
Non-glutamatergic neuroblasts,0.6432,-0.00146196310425862,4,Human,0.763927272727273
Telencephalon projecting inhibitory neurons,0.6435,0.00127986094487161,4,Haplorhine,0.763927272727273
Ependymal cells,0.6464,0.0052485268361517,4,Great Ape,0.763927272727273
Olfactory ensheathing cells,0.6601,0.00217174349566547,4,Human,0.775418674698795
Choroid epithelial cells,0.6776,0.00384477358147481,4,Homo-Pan,0.791209580838323
Vascular and leptomeningeal cells,0.7253,-0.00123060230141295,4,Primate,0.83655
Cerebellum neurons,0.728,-0.00169005784260046,4,Great Ape,0.83655
Olfactory ensheathing cells,0.7293,0.000881081955275008,4,Primate,0.83655
Subcommissural organ hypendymal cells,0.7361,-0.00148322500541664,4,Haplorhine,0.839412280701754
Hindbrain neurons,0.7421,-0.00122762569805661,4,Human,0.841334302325581
Peripheral sensory non-peptidergic neurons,0.7624,0.00100059868975129,4,Haplorhine,0.859352601156069
Astrocytes,0.7683,0.000898693440469017,4,Haplorhine,0.861025862068965
Di- and mesencephalon inhibitory neurons,0.7734,0.00041944269828048,4,Primate,0.861788571428571
Telencephalon inhibitory interneurons,0.7787,-0.000791785847827115,4,Human,0.862764204545454
Subventricular zone radial glia-like cells,0.7867,-0.000992799070212544,4,Great Ape,0.866703389830508
Oligodendrocyte precursor cells,0.7956,-0.00246792751963982,4,Homo-Pan,0.871584269662921
Dentate gyrus radial glia-like cells,0.8045,-0.000564364410549234,4,Haplorhine,0.87641061452514
Satellite glia,0.8269,0.000747314771348298,4,Human,0.895808333333333
Telencephalon projecting inhibitory neurons,0.8355,0.000449252381842467,4,Primate,0.900124309392265
Subcommissural organ hypendymal cells,0.8611,0.00183491277623855,4,Homo-Pan,0.922607142857143
Olfactory ensheathing cells,0.8746,-0.00118679805895162,4,Homo-Pan,0.931950819672131
Schwann cells,0.8908,0.000465212848268878,4,Haplorhine,0.936209677419355
Hindbrain neurons,0.8909,0.000756707775594209,4,Homo-Pan,0.936209677419355
Enteric neurons,0.893,-0.000635366765436585,4,Human,0.936209677419355
Ependymal cells,0.909,0.00174672630449712,4,Homo-Pan,0.945335106382979
Microglia,0.9114,0.000505939490801741,4,Primate,0.945335106382979
Oligodendrocytes,0.9201,0.000316351586634859,4,Haplorhine,0.949309523809524
Enteric glia,0.928,0.000520408504358267,4,Great Ape,0.952421052631579
Dentate gyrus granule neurons,0.9344,-0.000413279164583584,4,Homo-Pan,0.953968586387435
Olfactory inhibitory neurons,0.9422,0.000383358542928224,4,Homo-Pan,0.956806701030928
Olfactory ensheathing cells,0.9505,0.000207709464968914,4,Haplorhine,0.956806701030928
Microglia,0.9519,0.000865144538788851,4,Homo-Pan,0.956806701030928
Astrocytes,0.9951,4.13993935236257e-05,4,Great Ape,0.9951
